leave_id,employee_id,start_date,end_date,type,status,days
L01360,E0217,2026-05-22,2026-05-22,vacation,approved,1
L01361,E0217,2026-06-09,2026-06-09,sick,approved,1
L01362,E0217,2026-07-14,2026-07-14,vacation,approved,1
L01363,E0218,2026-06-19,2026-06-19,sick,approved,1
L01364,E0218,2026-07-09,2026-07-09,vacation,approved,1
L01365,E0218,2026-08-11,2026-08-11,vacation,approved,1
L01366,E0219,2026-03-31,2026-03-31,vacation,approved,1
L01367,E0219,2026-04-28,2026-04-28,vacation,approved,1
L01368,E0219,2026-05-05,2026-05-05,sick,pending,1
L01369,E0220,2026-01-13,2026-01-13,sick,approved,1
L01370,E0220,2026-01-28,2026-01-28,vacation,approved,1
L01371,E0220,2026-02-06,2026-02-06,vacation,approved,1
L01372,E0220,2026-03-20,2026-03-20,vacation,approved,1
L01373,E0220,2026-05-22,2026-05-22,sick,approved,1
L01374,E0220,2026-06-02,2026-06-02,vacation,approved,1
L01375,E0220,2026-07-07,2026-07-07,vacation,approved,1
L01376,E0220,2026-08-17,2026-08-17,vacation,approved,1
L01377,E0221,2026-01-09,2026-01-09,vacation,pending,1
L01378,E0221,2026-02-20,2026-02-20,sick,approved,1
L01379,E0221,2026-03-04,2026-03-04,vacation,approved,1
L01380,E0221,2026-04-24,2026-04-24,vacation,approved,1
L01381,E0221,2026-05-15,2026-05-15,vacation,approved,1
L01382,E0221,2026-06-23,2026-06-23,vacation,approved,1
L01383,E0221,2026-07-27,2026-07-27,sick,approved,1
L01384,E0221,2026-08-13,2026-08-13,vacation,approved,1
L01385,E0221,2026-08-31,2026-08-31,vacation,pending,1
L01386,E0222,2026-01-26,2026-01-26,vacation,approved,1
L01387,E0222,2026-03-06,2026-03-06,sick,approved,1
L01388,E0222,2026-05-15,2026-05-15,vacation,pending,1
L01389,E0223,2026-01-09,2026-01-09,vacation,approved,1
L01390,E0223,2026-02-17,2026-02-17,vacation,approved,1
L01391,E0223,2026-06-11,2026-06-11,sick,approved,1
L01392,E0224,2026-01-15,2026-01-15,sick,approved,1
L01393,E0224,2026-01-30,2026-01-30,vacation,approved,1
L01394,E0224,2026-04-10,2026-04-10,vacation,approved,1
L01395,E0224,2026-04-22,2026-04-22,vacation,approved,1
L01396,E0224,2026-05-27,2026-05-27,vacation,pending,1
L01397,E0224,2026-06-23,2026-06-23,vacation,approved,1
L01398,E0224,2026-07-13,2026-07-13,sick,approved,1
L01399,E0224,2026-07-14,2026-07-14,vacation,approved,1
L01400,E0224,2026-08-03,2026-08-03,vacation,approved,1
L01401,E0224,2026-08-24,2026-08-24,vacation,approved,1
L01402,E0225,2026-02-27,2026-02-27,vacation,approved,1
L01403,E0225,2026-03-03,2026-03-03,vacation,approved,1
L01404,E0225,2026-03-26,2026-03-26,vacation,pending,1
L01405,E0225,2026-08-28,2026-08-28,sick,approved,1
L01406,E0226,2026-01-27,2026-01-27,vacation,approved,1
L01407,E0226,2026-01-30,2026-01-30,vacation,approved,1
L01408,E0226,2026-02-03,2026-02-03,vacation,pending,1
L01409,E0226,2026-03-13,2026-03-13,vacation,approved,1
L01410,E0226,2026-03-31,2026-03-31,sick,approved,1
L01411,E0227,2026-02-23,2026-02-23,sick,approved,1
L01412,E0227,2026-05-04,2026-05-04,vacation,approved,1
L01413,E0227,2026-06-29,2026-06-29,vacation,approved,1
L01414,E0227,2026-07-06,2026-07-06,vacation,approved,1
L01415,E0228,2026-02-02,2026-02-02,vacation,approved,1
L01416,E0228,2026-03-12,2026-03-12,vacation,approved,1
L01417,E0228,2026-03-26,2026-03-26,sick,approved,1
L01418,E0228,2026-07-10,2026-07-10,vacation,approved,1
L01419,E0229,2026-03-10,2026-03-10,sick,approved,1
L01420,E0229,2026-03-25,2026-03-25,vacation,approved,1
L01421,E0229,2026-04-15,2026-04-15,vacation,approved,1
L01422,E0229,2026-04-23,2026-04-23,vacation,approved,1
L01423,E0229,2026-06-26,2026-06-26,vacation,approved,1
L01424,E0229,2026-07-16,2026-07-16,sick,approved,1
L01425,E0229,2026-08-10,2026-08-10,vacation,approved,1
L01426,E0229,2026-08-26,2026-08-26,vacation,pending,1
L01427,E0230,2026-04-20,2026-04-20,sick,approved,1
L01428,E0230,2026-04-24,2026-04-24,vacation,approved,1
L01429,E0230,2026-06-04,2026-06-04,vacation,approved,1
L01430,E0230,2026-07-23,2026-07-23,vacation,approved,1
L01431,E0230,2026-08-20,2026-08-20,vacation,approved,1
L01432,E0231,2026-01-23,2026-01-23,sick,pending,1
L01433,E0231,2026-02-10,2026-02-10,vacation,approved,1
L01434,E0231,2026-03-05,2026-03-05,vacation,approved,1
L01435,E0231,2026-03-12,2026-03-12,sick,approved,1
L01436,E0231,2026-03-31,2026-03-31,vacation,approved,1
L01437,E0231,2026-06-04,2026-06-04,vacation,pending,1
L01438,E0231,2026-06-05,2026-06-05,vacation,pending,1
L01439,E0231,2026-07-29,2026-07-29,vacation,approved,1
L01440,E0232,2026-02-24,2026-02-24,vacation,approved,1
L01441,E0232,2026-03-09,2026-03-09,vacation,approved,1
L01442,E0232,2026-03-18,2026-03-18,vacation,approved,1
L01443,E0232,2026-06-16,2026-06-16,sick,approved,1
L01444,E0232,2026-07-08,2026-07-08,vacation,approved,1
L01445,E0232,2026-07-16,2026-07-16,vacation,pending,1
L01446,E0233,2026-02-24,2026-02-24,sick,approved,1
L01447,E0233,2026-04-29,2026-04-29,vacation,approved,1
L01448,E0233,2026-07-08,2026-07-08,vacation,approved,1
L01449,E0233,2026-07-31,2026-07-31,vacation,approved,1
L01450,E0233,2026-08-20,2026-08-20,vacation,approved,1
L01451,E0234,2026-01-30,2026-01-30,vacation,approved,1
L01452,E0234,2026-03-20,2026-03-20,vacation,approved,1
L01453,E0234,2026-03-31,2026-03-31,vacation,approved,1
L01454,E0234,2026-04-08,2026-04-08,sick,pending,1
L01455,E0234,2026-05-29,2026-05-29,vacation,pending,1
L01456,E0234,2026-06-25,2026-06-25,vacation,approved,1
L01457,E0235,2026-03-13,2026-03-13,vacation,approved,1
L01458,E0235,2026-05-05,2026-05-05,sick,approved,1
L01459,E0235,2026-06-23,2026-06-23,vacation,approved,1
L01460,E0236,2026-01-12,2026-01-12,vacation,approved,1
L01461,E0236,2026-03-23,2026-03-23,vacation,pending,1
L01462,E0236,2026-03-27,2026-03-27,vacation,approved,1
L01463,E0236,2026-06-16,2026-06-16,sick,approved,1
L01464,E0237,2026-01-19,2026-01-19,vacation,approved,1
L01465,E0237,2026-03-12,2026-03-12,vacation,approved,1
L01466,E0237,2026-05-20,2026-05-20,sick,approved,1
L01467,E0238,2026-01-07,2026-01-07,vacation,approved,1
L01468,E0238,2026-02-17,2026-02-17,sick,approved,1
L01469,E0238,2026-03-09,2026-03-09,vacation,approved,1
L01470,E0238,2026-04-14,2026-04-14,vacation,pending,1
L01471,E0238,2026-04-20,2026-04-20,vacation,approved,1
L01472,E0238,2026-04-24,2026-04-24,vacation,approved,1
L01473,E0238,2026-04-30,2026-04-30,vacation,approved,1
L01474,E0238,2026-07-03,2026-07-03,sick,approved,1
L01475,E0239,2026-03-11,2026-03-11,vacation,approved,1
L01476,E0239,2026-03-16,2026-03-16,sick,approved,1
L01477,E0239,2026-05-08,2026-05-08,sick,approved,1
L01478,E0239,2026-06-05,2026-06-05,vacation,approved,1
L01479,E0239,2026-06-12,2026-06-12,vacation,approved,1
L01480,E0239,2026-07-20,2026-07-20,vacation,approved,1
L01481,E0239,2026-08-10,2026-08-10,vacation,approved,1
L01482,E0239,2026-08-14,2026-08-14,vacation,approved,1
L01483,E0239,2026-08-28,2026-08-28,vacation,approved,1
L01484,E0240,2026-01-15,2026-01-15,vacation,approved,1
L01485,E0240,2026-01-20,2026-01-20,sick,approved,1
L01486,E0240,2026-03-04,2026-03-04,vacation,approved,1
L01487,E0240,2026-03-30,2026-03-30,vacation,approved,1
L01488,E0240,2026-05-11,2026-05-11,vacation,approved,1
L01489,E0240,2026-07-10,2026-07-10,vacation,approved,1
L01490,E0240,2026-08-10,2026-08-10,sick,approved,1
L01491,E0240,2026-08-19,2026-08-19,vacation,approved,1
L01492,E0241,2026-02-20,2026-02-20,vacation,approved,1
L01493,E0241,2026-06-25,2026-06-25,vacation,approved,1
L01494,E0241,2026-07-28,2026-07-28,sick,pending,1
L01495,E0241,2026-08-25,2026-08-25,vacation,approved,1
L01496,E0242,2026-01-15,2026-01-15,vacation,approved,1
L01497,E0242,2026-01-28,2026-01-28,sick,approved,1
L01498,E0242,2026-02-23,2026-02-23,vacation,approved,1
L01499,E0242,2026-02-25,2026-02-25,vacation,approved,1
L01500,E0242,2026-04-10,2026-04-10,vacation,approved,1
L01501,E0242,2026-05-22,2026-05-22,vacation,approved,1
L01502,E0242,2026-06-24,2026-06-24,vacation,approved,1
L01503,E0242,2026-07-14,2026-07-14,vacation,approved,1
L01504,E0242,2026-08-03,2026-08-03,vacation,approved,1
L01505,E0242,2026-08-10,2026-08-10,sick,pending,1
L01506,E0243,2026-01-13,2026-01-13,vacation,approved,1
L01507,E0243,2026-03-26,2026-03-26,vacation,approved,1
L01508,E0243,2026-05-28,2026-05-28,sick,approved,1
L01509,E0243,2026-06-25,2026-06-25,vacation,approved,1
L01510,E0244,2026-02-20,2026-02-20,vacation,approved,1
L01511,E0244,2026-04-07,2026-04-07,sick,approved,1
L01512,E0244,2026-05-19,2026-05-19,vacation,approved,1
L01513,E0244,2026-07-28,2026-07-28,vacation,approved,1
L01514,E0244,2026-08-20,2026-08-20,vacation,pending,1
L01515,E0245,2026-01-02,2026-01-02,vacation,approved,1
L01516,E0245,2026-01-05,2026-01-05,vacation,approved,1
L01517,E0245,2026-01-21,2026-01-21,vacation,approved,1
L01518,E0245,2026-02-04,2026-02-04,vacation,approved,1
L01519,E0245,2026-03-23,2026-03-23,vacation,approved,1
L01520,E0245,2026-03-24,2026-03-24,vacation,approved,1
L01521,E0245,2026-07-07,2026-07-07,vacation,approved,1
L01522,E0245,2026-07-15,2026-07-15,sick,approved,1
L01523,E0245,2026-07-22,2026-07-22,sick,approved,1
L01524,E0246,2026-01-05,2026-01-05,vacation,approved,1
L01525,E0246,2026-02-09,2026-02-09,sick,approved,1
L01526,E0246,2026-04-22,2026-04-22,vacation,approved,1
L01527,E0246,2026-06-23,2026-06-23,vacation,approved,1
L01528,E0246,2026-07-16,2026-07-16,vacation,approved,1
L01529,E0246,2026-08-13,2026-08-13,vacation,approved,1
L01530,E0247,2026-01-07,2026-01-07,vacation,approved,1
L01531,E0247,2026-02-26,2026-02-26,vacation,approved,1
L01532,E0247,2026-04-17,2026-04-17,vacation,approved,1
L01533,E0247,2026-05-19,2026-05-19,vacation,approved,1
L01534,E0247,2026-07-10,2026-07-10,sick,approved,1
L01535,E0247,2026-07-31,2026-07-31,vacation,approved,1
L01536,E0248,2026-01-12,2026-01-12,vacation,approved,1
L01537,E0248,2026-02-23,2026-02-23,vacation,approved,1
L01538,E0248,2026-02-25,2026-02-25,vacation,approved,1
L01539,E0248,2026-04-09,2026-04-09,vacation,approved,1
L01540,E0248,2026-06-29,2026-06-29,sick,pending,1
L01541,E0249,2026-01-06,2026-01-06,vacation,approved,1
L01542,E0249,2026-01-28,2026-01-28,vacation,approved,1
L01543,E0249,2026-02-17,2026-02-17,vacation,approved,1
L01544,E0249,2026-04-09,2026-04-09,sick,approved,1
L01545,E0249,2026-04-15,2026-04-15,vacation,approved,1
L01546,E0249,2026-04-16,2026-04-16,vacation,approved,1
L01547,E0249,2026-05-13,2026-05-13,vacation,pending,1
L01548,E0250,2026-06-03,2026-06-03,sick,approved,1
L01549,E0250,2026-07-17,2026-07-17,vacation,approved,1
L01550,E0250,2026-08-24,2026-08-24,vacation,approved,1
